"","PredictorA","PredictorB","Class","Case"
"49",1039.80045351474,68.7106197620226,"WS","Train"
"50",2075.40816326531,129.582079220993,"PS","Train"
"51",779.850340136055,60.0233078788736,"PS","Train"
"52",5383.48299319728,190.4234005415,"WS","Test"
"53",2012.51700680272,115.600061775085,"WS","Train"
"54",1203.31746031746,79.8696264828393,"WS","Test"
"55",3027.16099773243,183.535289859634,"PS","Train"
"56",775.657596371882,53.63203288968,"WS","Test"
"57",2150.87755102041,144.236590303287,"WS","Train"
"58",1802.8798185941,152.324168452676,"PS","Test"
"59",1614.20634920635,96.6746546538403,"PS","Train"
"60",683.417233560091,70.5825808659294,"PS","Test"
"61",1425.53287981859,93.1791502923631,"WS","Test"
"62",1404.56916099773,77.7492475325961,"PS","Train"
"63",1924.4693877551,158.745581580333,"WS","Train"
"64",1857.38548752835,104.265397110556,"PS","Train"
"65",633.104308390023,50.3849463745392,"PS","Train"
"66",901.439909297052,63.1674963529263,"PS","Train"
"67",2067.02267573696,116.872289145231,"WS","Test"
"68",830.163265306123,55.9280697836355,"WS","Test"
"69",838.548752834467,61.4711931927317,"WS","Train"
"70",1371.02721088435,164.858300584726,"PS","Train"
"71",1513.58049886621,124.81434748937,"PS","Train"
"72",1199.12471655329,85.2370919482233,"PS","Test"
"73",893.054421768708,62.4950027165413,"PS","Test"
"74",1358.44897959184,106.737091948223,"WS","Test"
"75",2339.55102040816,238.863625909509,"PS","Test"
"76",1119.46258503401,91.9796828248413,"PS","Test"
"77",3165.52154195011,219.54428113668,"PS","Train"
"78",758.886621315193,56.5278035173964,"PS","Test"
"79",3085.85941043084,195.3969283553,"PS","Test"
"80",666.646258503402,60.8714594589709,"PS","Test"
"81",3341.61678004535,250.622366364086,"WS","Train"
"82",1106.8843537415,104.441055054268,"PS","Train"
"83",1597.43537414966,139.614378376913,"PS","Train"
"84",1391.99092970522,104.762232803228,"WS","Test"
"85",3056.51020408163,175.580747889798,"WS","Train"
"86",2352.12925170068,122.839488344375,"WS","Train"
"87",746.308390022676,63.5188122403508,"PS","Test"
"88",872.090702947846,69.1346955520712,"PS","Train"
"89",1656.13378684807,143.491336764278,"PS","Train"
"90",1731.60317460318,94.2029598161726,"WS","Test"
"91",1123.65532879819,68.7106197620226,"WS","Train"
"92",905.632653061225,97.9468820239862,"PS","Test"
"93",909.825396825397,69.5587713421199,"PS","Train"
"94",658.260770975057,52.0812495347338,"PS","Test"
"95",767.272108843538,55.7524118399232,"WS","Test"
"96",825.97052154195,84.1405225217896,"PS","Train"
"97",2746.24716553288,185.334491060917,"PS","Test"
"98",1236.85941043084,73.5084896321096,"WS","Train"
"99",838.548752834467,68.2137840693498,"PS","Test"
"100",872.090702947846,76.7254380087865,"PS","Train"
"101",1236.85941043084,74.2537431711189,"PS","Train"
"102",637.297052154195,69.1346955520712,"PS","Test"
"103",884.668934240363,66.9114185607399,"PS","Test"
"104",725.344671201814,79.021474902742,"PS","Train"
"105",859.512471655329,57.9756888312545,"WS","Test"
"106",1777.72335600907,162.313845844434,"PS","Test"
"107",2586.92290249433,129.757737164706,"WS","Test"
"108",1182.3537414966,88.6598364070764,"PS","Train"
"109",1064.95691609977,76.2286023161137,"PS","Test"
"110",851.126984126984,91.9796828248413,"PS","Test"
"111",771.46485260771,65.8148491343062,"PS","Test"
"112",830.163265306123,97.0259705412648,"PS","Test"
"113",888.861678004535,83.1167129979801,"PS","Train"
"114",687.609977324263,73.4055915910215,"PS","Train"
"115",1459.07482993197,75.4532106386406,"WS","Train"
"116",821.777777777778,81.1719919914491,"PS","Test"
"117",1035.60770975057,63.1674963529263,"WS","Test"
"118",2356.32199546485,133.604557413607,"WS","Train"
"119",5635.04761904762,165.488172456951,"WS","Train"
"120",968.52380952381,69.8071891884563,"WS","Test"
"121",616.333333333333,74.6778189611675,"PS","Test"
"122",658.260770975057,64.8637995131209,"PS","Train"
"123",716.95918367347,70.7582388096416,"PS","Test"
"124",1014.64399092971,106.98550979456,"PS","Train"
"125",2482.10430839002,101.720942370264,"WS","Train"
"126",675.031746031746,52.7838813095827,"PS","Test"
"127",1903.50566893424,91.3799490910805,"PS","Test"
"128",1647.74829931973,128.80668754352,"PS","Train"
"129",851.126984126984,71.9577062771634,"PS","Test"
"130",2138.29931972789,147.65933476214,"WS","Train"
"131",1157.19727891157,74.6050590585433,"PS","Test"
"132",821.777777777778,61.5740912338198,"PS","Test"
"133",1744.18140589569,101.193968539127,"PS","Test"
"134",1111.07709750567,100.34581695903,"PS","Test"
"135",1895.1201814059,121.567260974229,"WS","Test"
"136",985.2947845805,71.4307324460267,"WS","Test"
"137",712.766439909297,63.9428880303994,"PS","Train"
"138",1043.99319727891,63.1674963529263,"WS","Test"
"139",704.380952380953,74.8534769048797,"PS","Train"
"140",1509.38775510204,113.552442727466,"PS","Train"
"141",784.043083900227,85.3399899893114,"PS","Test"
"142",3387.73696145125,256.765223506943,"PS","Train"
"143",1249.43764172336,77.3979316451716,"PS","Test"
"144",985.2947845805,77.6764876299719,"PS","Train"
"145",1467.46031746032,92.5794165586022,"PS","Train"
"146",2582.73015873016,143.739754610615,"PS","Test"
"147",2259.88888888889,117.047947088943,"WS","Train"
"148",909.825396825397,73.0542757035971,"PS","Test"
"149",1941.24036281179,94.2757197187968,"WS","Train"
"150",1048.18594104308,68.2865439719739,"WS","Test"
"151",767.272108843538,53.2807170022555,"WS","Test"
"152",943.367346938776,78.7730570564056,"PS","Test"
"153",1698.0612244898,158.218607749196,"PS","Test"
"154",834.356009070295,67.6868102382131,"PS","Test"
"155",1945.43310657596,89.083912197125,"WS","Test"
"156",2452.75510204082,237.985336190947,"PS","Train"
"157",6486.17460317461,236.494829112929,"PS","Train"
"158",901.439909297052,57.6243729438301,"WS","Test"
"159",805.006802721089,60.6958015152586,"PS","Test"
"160",1140.42630385488,68.0381261256375,"PS","Train"
"161",2217.96145124717,182.657000141073,"PS","Train"
"162",1169.77551020408,90.8831133984076,"PS","Train"
"163",742.115646258504,69.2375935931593,"PS","Train"
"164",1664.51927437642,127.534460173374,"PS","Train"
"165",1090.11337868481,70.7582388096416,"WS","Test"
"166",1719.02494331066,112.352975259944,"PS","Test"
"167",1161.39002267574,96.6746546538403,"PS","Train"
"168",872.090702947846,64.1913058767358,"WS","Test"
"169",633.104308390023,63.4159141992627,"PS","Test"
"170",805.006802721089,83.0439530953559,"PS","Test"
"171",708.573696145125,81.5960677814977,"PS","Train"
"172",620.526077097506,49.1854789070174,"PS","Test"
"173",733.730158730159,55.3283360498746,"WS","Test"
"174",1282.97959183673,109.105888744803,"PS","Test"
"175",2674.97052154195,126.583410552189,"PS","Test"
"176",821.777777777778,57.8000308875423,"WS","Test"
"177",733.730158730159,61.9680288854046,"PS","Train"
"178",721.151927437642,57.2002971537814,"PS","Train"
"179",1270.40136054422,79.2698927490784,"WS","Test"
"180",1316.52154195011,86.8606352057937,"WS","Test"
"181",851.126984126984,73.5812495347338,"WS","Train"
"182",809.199546485261,65.4635332468818,"WS","Test"
"183",1090.11337868481,68.0381261256375,"WS","Test"
"184",1417.14739229025,108.60905305213,"PS","Train"
"185",851.126984126984,81.5659296430339,"PS","Train"
"186",666.646258503402,58.2241066775909,"PS","Test"
"187",838.548752834467,85.4127498919355,"PS","Test"
"188",859.512471655329,64.3669638204481,"WS","Train"
"189",1492.61678004535,77.646349491508,"PS","Train"
"190",1802.8798185941,116.975187186319,"PS","Test"
"191",1874.15646258503,91.4828471321685,"WS","Test"
"192",985.2947845805,119.870957814035,"PS","Train"
"193",637.297052154195,49.7852126407783,"PS","Test"
"194",1907.69841269841,89.083912197125,"PS","Test"
"195",3119.40136054422,195.294030314212,"PS","Test"
"196",1039.80045351474,80.8206761040246,"PS","Test"
"197",679.224489795919,70.8309987122658,"PS","Test"
"198",918.210884353742,69.9100872295443,"PS","Train"
"199",976.909297052154,66.2389249243549,"WS","Test"
"200",641.489795918367,71.7820483334511,"PS","Test"
"201",1572.27891156463,142.116211353044,"PS","Train"
"202",1035.60770975057,62.319344772829,"WS","Test"
"203",981.102040816327,66.0632669806427,"WS","Train"
"204",3245.18367346939,180.990835119342,"PS","Test"
"205",1190.73922902494,119.416743885522,"PS","Train"
"206",670.839002267574,56.5278035173964,"PS","Train"
"207",1236.85941043084,91.1315312447441,"WS","Test"
"208",771.46485260771,70.5098209633052,"PS","Train"
"209",1060.7641723356,93.6759859850359,"PS","Test"
"210",1995.74603174603,131.205622478564,"PS","Train"
"211",2138.29931972789,115.24874588766,"WS","Test"
"212",4884.54648526077,187.981843842297,"PS","Test"
"213",1098.49886621315,65.8148491343062,"WS","Test"
"214",1303.9433106576,74.6050590585433,"WS","Test"
"215",876.283446712018,57.3759550974936,"WS","Train"
"216",3194.87074829932,145.260399827097,"PS","Test"
"217",851.126984126984,68.1108860282617,"WS","Train"
"218",767.272108843538,71.109554697066,"PS","Train"
"219",687.609977324263,54.1288685823528,"PS","Test"
"220",842.74149659864,55.3283360498746,"PS","Train"
"221",691.802721088436,59.4963340477369,"PS","Test"
"222",1916.08390022676,97.6984641776498,"WS","Test"
"223",1974.78231292517,152.148510508963,"PS","Train"
"224",914.018140589569,78.1733233226447,"PS","Test"
"225",796.621315192744,66.0632669806427,"PS","Test"
"226",2100.56462585034,127.534460173374,"PS","Train"
"227",855.319727891157,56.2793856710599,"WS","Test"
"228",1215.89569160998,87.6360268832668,"PS","Train"
"229",1308.13605442177,73.8296673810702,"WS","Test"
"230",683.417233560091,59.8476499351613,"PS","Train"
"231",8125.53741496599,459.765377944655,"PS","Train"
"232",834.356009070295,79.8696264828393,"PS","Test"
"233",2083.79365079365,108.536293149506,"WS","Train"
"234",8746.06349206349,348.817666234409,"PS","Train"
"235",955.945578231293,71.2852126407783,"PS","Train"
"236",863.705215419501,67.4383923918766,"PS","Test"
"237",930.78911564626,70.1585050758808,"WS","Test"
"238",1480.03854875283,85.3399899893114,"PS","Test"
"239",1362.64172335601,81.2447518940733,"PS","Train"
"240",712.766439909297,62.9190785065899,"PS","Test"
"241",2188.61224489796,127.958535963423,"PS","Train"
"242",1282.97959183673,91.2344292858321,"PS","Train"
"243",1069.14965986395,72.4545419698362,"WS","Test"
"244",884.668934240363,57.3759550974936,"WS","Test"
"245",4612.01814058957,188.654337478682,"PS","Train"
"246",821.777777777778,63.7672300866872,"WS","Train"
"247",1257.8231292517,67.2627344481644,"WS","Train"
"248",4586.86167800454,168.135525238331,"PS","Test"
"249",628.91156462585,51.4087558983487,"PS","Test"
"250",813.392290249433,56.8791194048208,"WS","Test"
"251",800.814058956916,71.1823145996903,"PS","Train"
"252",662.453514739229,57.2730570564056,"PS","Train"
"253",1572.27891156463,98.473855855123,"PS","Train"
"254",859.512471655329,61.646851136444,"PS","Train"
"255",947.560090702948,63.7672300866872,"PS","Test"
"256",628.91156462585,52.4325654221583,"PS","Test"
"257",1874.15646258503,175.169155725446,"PS","Test"
"258",1396.18367346939,102.393436006649,"PS","Test"
"259",1454.8820861678,73.0542757035971,"PS","Test"
"260",1048.18594104308,96.9230725001767,"PS","Test"
"261",3777.66213151928,191.198792218974,"WS","Test"
"262",1911.89115646259,166.481843842297,"PS","Train"
"263",607.947845804989,75.8772864286892,"PS","Test"
"264",1501.0022675737,74.8534769048797,"WS","Test"
"265",817.585034013606,66.7658987554916,"WS","Test"
"266",964.331065759637,75.029134848592,"PS","Test"
"267",3069.08843537415,245.576078647663,"PS","Test"
"268",742.115646258504,58.5754225650154,"PS","Test"
"269",930.78911564626,60.7986995563467,"WS","Test"
"270",658.260770975057,57.7272709849181,"PS","Train"
"271",976.909297052154,70.5098209633052,"WS","Train"
"272",1371.02721088435,73.756907478446,"WS","Test"
"273",7232.48299319728,189.399591017691,"WS","Train"
"274",628.91156462585,56.951879307445,"PS","Train"
"275",1132.04081632653,85.3399899893114,"WS","Train"
"276",901.439909297052,79.1971328464542,"PS","Train"
"277",3140.36507936508,155.498495065192,"WS","Train"
"278",918.210884353742,64.7182797078725,"PS","Train"
"279",989.487528344671,92.0825808659294,"PS","Test"
"280",909.825396825397,89.1566720997492,"PS","Train"
"281",1702.25396825397,137.100061775085,"PS","Train"
"282",964.331065759637,87.036293149506,"PS","Train"
"283",750.501133786848,56.8791194048208,"PS","Test"
"284",1731.60317460318,102.290537965561,"WS","Train"
"285",1710.63945578231,81.2447518940733,"WS","Train"
"286",1316.52154195011,96.2505788637917,"PS","Train"
"287",1039.80045351474,69.9828471321685,"PS","Test"
"288",3027.16099773243,114.224936363851,"WS","Test"
"289",2012.51700680272,155.746912911529,"PS","Train"
"290",1358.44897959184,128.237091948223,"PS","Test"
"291",805.006802721089,80.8206761040246,"PS","Train"
"292",2205.38321995465,188.551439437594,"PS","Test"
"293",1249.43764172336,83.716446731741,"PS","Test"
"294",901.439909297052,60.27172572521,"WS","Test"
"295",1182.3537414966,85.76406577936,"PS","Train"
"296",1203.31746031746,110.729432002373,"PS","Train"
"297",2184.41950113379,110.056938365988,"WS","Train"
"298",2163.45578231293,137.348479621421,"WS","Test"
"299",1043.99319727891,66.6630007144035,"WS","Test"
"300",1274.59410430839,70.1585050758808,"WS","Test"
"301",1534.54421768708,103.241587586746,"PS","Train"
"302",909.825396825397,87.3574708984665,"PS","Test"
"303",2255.69614512472,123.263564134424,"WS","Test"
"304",679.224489795919,49.7852126407783,"WS","Train"
"305",1840.61451247166,115.000328041324,"PS","Test"
"306",943.367346938776,67.2627344481644,"WS","Train"
"307",1085.92063492064,71.1823145996903,"PS","Train"
"308",1098.49886621315,75.7743883876012,"PS","Train"
"309",1123.65532879819,102.145018160312,"PS","Train"
"310",700.18820861678,52.256907478446,"WS","Train"
"311",704.380952380953,71.3579725434025,"PS","Train"
"312",3098.43764172336,175.768889459206,"PS","Test"
"313",1953.81859410431,157.546114112811,"WS","Train"
"314",872.090702947846,56.7762213637328,"WS","Train"
"315",628.91156462585,62.319344772829,"PS","Train"
"316",1471.65306122449,91.2042911473682,"WS","Train"
"317",767.272108843538,65.8148491343062,"WS","Test"
"318",1425.53287981859,123.015146288088,"PS","Train"
"319",1714.83219954649,104.33815701318,"PS","Train"
"320",1941.24036281179,155.468356926728,"PS","Train"
"321",3517.71201814059,172.303523236193,"PS","Test"
"322",763.079365079365,64.0156479330236,"WS","Test"
"323",1194.93197278912,82.444219361595,"PS","Test"
"324",1308.13605442177,80.8206761040246,"WS","Test"
"325",2729.47619047619,158.29136765182,"WS","Train"
"326",1266.20861678005,89.6108860282617,"WS","Test"
"327",1190.73922902494,72.9815158009729,"WS","Test"
"328",1115.26984126984,66.0632669806427,"WS","Test"
"329",1102.69160997732,71.1823145996903,"PS","Test"
"330",3890.86621315193,165.312514513239,"PS","Test"
"331",4331.10430839002,154.123369653958,"PS","Train"
"332",972.716553287982,60.8714594589709,"WS","Train"
"333",742.115646258504,73.2299336473093,"PS","Test"
"334",784.043083900227,54.8315003572018,"WS","Train"
"335",918.210884353742,61.3984332901076,"WS","Train"
"336",1211.70294784581,81.5960677814977,"WS","Train"
"337",825.97052154195,95.8992629763672,"PS","Train"
"338",1417.14739229025,156.419406547914,"PS","Test"
"339",1228.47392290249,73.9024272836944,"WS","Test"
"340",683.417233560091,54.7286023161137,"PS","Test"
"341",817.585034013606,89.5807478897978,"PS","Test"
"342",972.716553287982,70.1585050758808,"WS","Train"
"343",616.333333333333,79.4455506927906,"PS","Train"
"344",1618.39909297052,118.568592305425,"PS","Train"
"345",1098.49886621315,101.193968539127,"PS","Test"
"346",750.501133786848,92.9307324460267,"PS","Train"
"347",1060.7641723356,74.5021610174553,"PS","Test"
"348",2574.34467120181,114.079416558602,"PS","Test"
"349",1769.33786848073,85.2672300866872,"WS","Train"
"350",1211.70294784581,75.2047927923042,"WS","Test"
"351",1228.47392290249,85.5884078356478,"WS","Train"
"352",1324.90702947846,80.9963340477369,"PS","Train"
"353",1371.02721088435,76.3013622187379,"PS","Train"
"354",637.297052154195,68.1108860282617,"PS","Train"
"355",930.78911564626,60.0233078788736,"WS","Test"
"356",947.560090702948,72.8058578572607,"WS","Test"
"357",758.886621315193,72.2061241234998,"PS","Test"
"358",1077.53514739229,70.5098209633052,"PS","Train"
"359",2658.19954648526,144.091070498039,"WS","Test"
"360",1274.59410430839,95.826503073743,"WS","Train"
"361",1169.77551020408,87.9873427706913,"WS","Test"
"362",670.839002267574,65.4635332468818,"PS","Test"
"363",1354.25623582766,138.196631201518,"PS","Train"
"364",662.453514739229,50.9846801083001,"PS","Test"
"365",4503.00680272109,272.19512626671,"PS","Test"
"366",2872.02947845805,167.57841326873,"WS","Test"
"367",1236.85941043084,77.5008296862597,"PS","Train"
"368",968.52380952381,60.8714594589709,"WS","Train"
"369",6519.71655328798,193.379447446145,"PS","Train"
"370",1417.14739229025,71.9577062771634,"WS","Test"
"371",1417.14739229025,113.128366937417,"PS","Test"
"372",1039.80045351474,97.6984641776498,"PS","Train"
"373",2004.13151927438,234.695627911646,"PS","Train"
"374",1689.67573696145,113.976518517514,"PS","Test"
"375",1278.78684807256,109.705622478564,"PS","Test"
"376",1060.7641723356,62.2465848702048,"WS","Test"
"377",1760.95238095238,87.8844447296032,"WS","Train"
"378",746.308390022676,52.6809832684947,"WS","Test"
"379",1815.45804988662,107.936559415745,"PS","Test"
"380",2230.53968253968,136.397430000236,"PS","Train"
"381",855.319727891157,62.2465848702048,"PS","Train"
"382",1949.62585034014,132.79902759767,"PS","Train"
"383",607.947845804989,64.8637995131209,"PS","Test"
"384",1396.18367346939,104.937890746941,"PS","Test"
"385",628.91156462585,50.3849463745392,"WS","Train"
"386",641.489795918367,63.694470184063,"PS","Test"
"387",1362.64172335601,91.2344292858321,"PS","Train"
"388",2490.48979591837,120.016477619283,"WS","Train"
"389",951.75283446712,64.3669638204481,"PS","Test"
"390",901.439909297052,60.8714594589709,"WS","Train"
"391",2389.86394557823,133.501659372519,"WS","Train"
"392",968.52380952381,102.114880021849,"PS","Test"
"393",612.140589569161,53.8804507360164,"PS","Test"
"394",2880.4149659864,250.840646071959,"PS","Train"
"395",3249.37641723356,164.185806948341,"PS","Train"
"396",628.91156462585,49.5367947944419,"WS","Train"
"397",918.210884353742,59.1751562987763,"WS","Train"
"398",1270.40136054422,76.5497800650743,"WS","Train"
"399",1111.07709750567,82.2685614178828,"PS","Test"
"400",662.453514739229,63.2703943940144,"PS","Train"
"401",624.718820861678,65.0394574568331,"PS","Train"
"402",817.585034013606,58.327004718679,"WS","Test"
"403",1014.64399092971,64.1185459741117,"WS","Train"
"404",834.356009070295,60.6958015152586,"PS","Train"
"405",784.043083900227,56.7762213637328,"WS","Train"
"406",905.632653061225,68.4622019156862,"WS","Test"
"407",2108.95011337869,141.940553409332,"PS","Test"
"408",1018.83673469388,67.8624681819253,"WS","Test"
"409",1765.14512471655,119.168326039186,"WS","Test"
"410",1429.72562358277,128.558269697184,"PS","Test"
"411",821.777777777778,86.7878753031695,"PS","Train"
"412",1241.05215419501,86.1153816667845,"PS","Train"
"413",1580.66439909297,93.5304661797876,"WS","Train"
"414",1136.2335600907,90.2106197620226,"WS","Train"
"415",1333.2925170068,75.3503125975525,"WS","Train"
"416",1450.68934240363,106.458535963423,"WS","Train"
"417",654.068027210885,55.9280697836355,"PS","Test"
"418",914.018140589569,61.3984332901076,"PS","Test"
"419",754.693877551021,74.0780852274066,"PS","Test"
"420",1622.59183673469,82.444219361595,"WS","Test"
"421",1241.05215419501,80.6450181603124,"WS","Test"
"422",1995.74603174603,151.227599026242,"PS","Train"
"423",6184.2970521542,276.787200054621,"PS","Test"
"424",1622.59183673469,77.5008296862597,"WS","Test"
"425",943.367346938776,62.7434205628777,"PS","Test"
"426",1618.39909297052,95.753743171119,"WS","Train"
"427",628.91156462585,48.0889094805837,"WS","Test"
"428",641.489795918367,56.951879307445,"PS","Test"
"429",637.297052154195,57.8000308875423,"PS","Train"
"430",624.718820861678,63.1674963529263,"PS","Train"
"431",1744.18140589569,109.105888744803,"PS","Train"
"432",1073.34240362812,69.5587713421199,"PS","Test"
"433",951.75283446712,85.1643320455991,"PS","Train"
"434",1358.44897959184,86.5394574568331,"PS","Train"
"435",716.95918367347,69.7344292858321,"PS","Test"
"436",817.585034013606,66.0632669806427,"PS","Test"
"437",1211.70294784581,79.7241066775909,"WS","Test"
"438",888.861678004535,84.7402562555505,"PS","Test"
"439",884.668934240363,61.7196110390681,"PS","Train"
"440",960.138321995465,94.9783514936457,"PS","Test"
"441",675.031746031746,58.5754225650154,"WS","Train"
"442",934.981859410431,80.0452844265515,"PS","Test"
"443",1165.58276643991,79.0942348053662,"WS","Train"
"444",733.730158730159,52.1841475758218,"WS","Test"
"445",805.006802721089,54.4801844697773,"WS","Train"
"446",1433.91836734694,82.9410550542679,"WS","Test"
"447",1178.16099773243,83.5407887880287,"WS","Test"
"448",872.090702947846,75.1018947512161,"PS","Test"
"449",1199.12471655329,79.7968665802151,"PS","Test"
"450",960.138321995465,91.5556070347927,"PS","Train"
"451",1454.8820861678,75.8045265260651,"WS","Train"
"452",700.18820861678,53.8076908333922,"PS","Test"
"453",1073.34240362812,62.6706606602535,"WS","Train"
"454",1438.11111111111,88.8354943507886,"PS","Test"
"455",641.489795918367,68.7106197620226,"PS","Train"
"456",838.548752834467,60.4473836689222,"PS","Train"
"457",1245.24489795918,94.9783514936457,"PS","Train"
"458",901.439909297052,76.7254380087865,"PS","Train"
"459",838.548752834467,62.319344772829,"PS","Train"
"460",2444.36961451247,154.868623192967,"PS","Train"
"461",6553.25850340136,197.590067208167,"WS","Test"
"462",1064.95691609977,79.621208636503,"PS","Test"
"463",2725.28344671202,127.958535963423,"WS","Train"
"464",742.115646258504,68.1836459308859,"PS","Train"
"465",670.839002267574,75.029134848592,"PS","Test"
"466",716.95918367347,62.9190785065899,"PS","Test"
"467",1857.38548752835,148.331828398525,"PS","Train"
"468",1375.21995464853,88.9082542534128,"WS","Test"
"469",893.054421768708,59.5992320888249,"WS","Train"
"470",2037.67346938776,110.905089946086,"PS","Train"
"471",775.657596371882,79.7968665802151,"PS","Test"
"472",888.861678004535,72.8786177598848,"WS","Train"
"473",947.560090702948,67.6868102382131,"WS","Train"
"474",922.403628117914,81.2447518940733,"WS","Test"
"475",2289.2380952381,150.058269697184,"WS","Test"
"476",901.439909297052,69.0619356494471,"PS","Test"
"477",1006.25850340136,119.022806233938,"PS","Test"
"478",1580.66439909297,139.717276418001,"PS","Test"
"479",1161.39002267574,79.9423863854635,"WS","Test"
"480",1190.73922902494,74.1809832684947,"PS","Train"
"481",2721.09070294785,125.83815701318,"PS","Train"
"482",1865.77097505669,118.744250249137,"PS","Train"
"483",683.417233560091,73.2299336473093,"PS","Test"
"484",1098.49886621315,85.9397237230723,"WS","Test"
"485",1127.84807256236,79.4455506927906,"WS","Test"
"486",1111.07709750567,72.6301999135484,"PS","Test"
"487",771.46485260771,53.63203288968,"WS","Test"
"488",947.560090702948,82.8682951516437,"PS","Train"
"489",1672.90476190476,85.2672300866872,"PS","Test"
"490",670.839002267574,53.8804507360164,"PS","Test"
"491",3412.89342403628,189.429729156155,"PS","Test"
"492",679.224489795919,64.3669638204481,"PS","Test"
"493",1303.9433106576,73.1571737446852,"PS","Test"
"494",603.755102040817,74.4294011148311,"PS","Train"
"495",1161.39002267574,67.6140503355889,"PS","Test"
"496",997.873015873016,71.2852126407783,"WS","Train"
"497",750.501133786848,54.3045265260651,"WS","Test"
"498",796.621315192744,58.999498355064,"WS","Test"
"499",2322.78004535147,140.74108594181,"WS","Test"
"500",1832.22902494331,115.951377662509,"PS","Test"
"501",1999.9387755102,122.766728441751,"WS","Train"
"502",1320.71428571429,96.2505788637917,"PS","Train"
"503",5437.98866213152,225.1601644484,"WS","Test"
"504",1295.55782312925,103.065929643034,"PS","Train"
"505",1241.05215419501,70.9338967533539,"WS","Train"
"506",1006.25850340136,111.753241526183,"PS","Test"
"507",1501.0022675737,99.3947673378444,"WS","Train"
"508",2012.51700680272,117.720440725328,"PS","Train"
"509",1312.32879818594,123.015146288088,"PS","Train"
"510",1027.22222222222,75.701628484977,"PS","Train"
"511",2117.33560090703,105.361966536989,"PS","Train"
"512",867.897959183674,81.77172572521,"PS","Train"
"513",846.934240362812,79.621208636503,"PS","Test"
"514",1706.44671201814,92.7550745023144,"WS","Test"
"515",792.428571428572,69.9100872295443,"PS","Test"
"516",1060.7641723356,82.2685614178828,"PS","Test"
"517",976.909297052154,72.5574400109243,"PS","Test"
"518",842.74149659864,66.9415566992038,"PS","Test"
"519",846.934240362812,90.2833796646468,"PS","Train"
"520",1882.54195011338,119.446882023986,"WS","Train"
"521",1002.06575963719,68.6378598593984,"WS","Train"
"522",2121.5283446712,105.186308593277,"WS","Test"
"523",628.91156462585,57.2002971537814,"PS","Train"
"524",1869.96371882086,106.561434004511,"WS","Test"
"525",888.861678004535,91.9069229222172,"WS","Train"
"526",1085.92063492064,77.3979316451716,"WS","Train"
"527",951.75283446712,84.3463186039657,"PS","Test"
"528",1958.01133786848,168.60222279254,"PS","Train"
"529",5203.19501133787,200.164660086923,"PS","Test"
"530",1966.39682539683,107.161167738272,"WS","Train"
"531",1178.16099773243,74.7505788637917,"PS","Train"
"532",2385.67120181406,99.6733233226447,"WS","Train"
